"Work ID",answers,"inner score"
50000249,"1::اصلا  درباره من صدق نمی‌کند, 2::اصلا  درباره من صدق نمی‌کند, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",25
140014,"1::اصلا  درباره من صدق نمی‌کند, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::بیشتر اوقات, 8::به ندرت, 9::گاهی اوقات, 10::گاهی اوقات, 11::گاهی اوقات, 12::به ندرت, 13::همیشه, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::همیشه, 19::بیشتر اوقات, 20::گاهی اوقات, 21::به ندرت, 22::گاهی اوقات, 23::گاهی اوقات, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",63
87278927,"1::همیشه, 2::بیشتر اوقات, 3::به ندرت, 4::گاهی اوقات, 5::به ندرت, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::به ندرت, 12::همیشه, 13::همیشه, 14::بیشتر اوقات, 15::به ندرت, 16::گاهی اوقات, 17::همیشه, 18::به ندرت, 19::همیشه, 20::گاهی اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::به ندرت, 25::به ندرت",70
77000838,"1::گاهی اوقات, 2::به ندرت, 3::گاهی اوقات, 4::بیشتر اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::گاهی اوقات, 10::گاهی اوقات, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::به ندرت, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::گاهی اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",42
76237253,"1::همیشه, 2::بیشتر اوقات, 3::گاهی اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::بیشتر اوقات, 9::گاهی اوقات, 10::بیشتر اوقات, 11::همیشه, 12::گاهی اوقات, 13::به ندرت, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::بیشتر اوقات, 18::به ندرت, 19::گاهی اوقات, 20::به ندرت, 21::به ندرت, 22::گاهی اوقات, 23::همیشه, 24::بیشتر اوقات, 25::همیشه",83
77000557,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::بیشتر اوقات, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::گاهی اوقات, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::به ندرت, 24::به ندرت, 25::به ندرت",56
77001116,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::به ندرت, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::به ندرت, 10::بیشتر اوقات, 11::بیشتر اوقات, 12::بیشتر اوقات, 13::بیشتر اوقات, 14::گاهی اوقات, 15::به ندرت, 16::گاهی اوقات, 17::بیشتر اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::بیشتر اوقات, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::بیشتر اوقات, 23::گاهی اوقات, 24::گاهی اوقات, 25::بیشتر اوقات",73
86301947,"1::اصلا  درباره من صدق نمی‌کند, 2::اصلا  درباره من صدق نمی‌کند, 3::به ندرت, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",28
76236792,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::به ندرت, 17::گاهی اوقات, 18::به ندرت, 19::گاهی اوقات, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",48
77000322,"1::گاهی اوقات, 2::گاهی اوقات, 3::به ندرت, 4::بیشتر اوقات, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::بیشتر اوقات, 8::به ندرت, 9::گاهی اوقات, 10::همیشه, 11::بیشتر اوقات, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::بیشتر اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::بیشتر اوقات, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::به ندرت, 24::گاهی اوقات, 25::گاهی اوقات",72
140138,"1::همیشه, 2::همیشه, 3::بیشتر اوقات, 4::بیشتر اوقات, 5::بیشتر اوقات, 6::گاهی اوقات, 7::بیشتر اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::بیشتر اوقات, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::گاهی اوقات, 15::به ندرت, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::بیشتر اوقات, 21::به ندرت, 22::به ندرت, 23::بیشتر اوقات, 24::به ندرت, 25::به ندرت",72
77001204,"1::اصلا  درباره من صدق نمی‌کند, 2::اصلا  درباره من صدق نمی‌کند, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::گاهی اوقات, 9::به ندرت, 10::بیشتر اوقات, 11::همیشه, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::بیشتر اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::به ندرت, 25::بیشتر اوقات",55
77000553,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::گاهی اوقات, 5::گاهی اوقات, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::بیشتر اوقات, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::اصلا  درباره من صدق نمی‌کند, 18::گاهی اوقات, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",46
77000686,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::گاهی اوقات, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",35
77001403,"1::به ندرت, 2::به ندرت, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",30
77000814,"1::گاهی اوقات, 2::گاهی اوقات, 3::به ندرت, 4::گاهی اوقات, 5::به ندرت, 6::به ندرت, 7::گاهی اوقات, 8::بیشتر اوقات, 9::بیشتر اوقات, 10::بیشتر اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::بیشتر اوقات, 14::گاهی اوقات, 15::به ندرت, 16::گاهی اوقات, 17::به ندرت, 18::به ندرت, 19::بیشتر اوقات, 20::گاهی اوقات, 21::به ندرت, 22::گاهی اوقات, 23::گاهی اوقات, 24::گاهی اوقات, 25::گاهی اوقات",73
86301159,"1::به ندرت, 2::بیشتر اوقات, 3::بیشتر اوقات, 4::اصلا  درباره من صدق نمی‌کند, 5::گاهی اوقات, 6::به ندرت, 7::بیشتر اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::به ندرت, 11::بیشتر اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",51
86298429,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::گاهی اوقات, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::به ندرت, 17::گاهی اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::به ندرت, 22::به ندرت, 23::گاهی اوقات, 24::گاهی اوقات, 25::به ندرت",64
77000229,"1::بیشتر اوقات, 2::بیشتر اوقات, 3::بیشتر اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::به ندرت, 7::بیشتر اوقات, 8::گاهی اوقات, 9::همیشه, 10::بیشتر اوقات, 11::همیشه, 12::همیشه, 13::همیشه, 14::همیشه, 15::همیشه, 16::گاهی اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::همیشه, 20::گاهی اوقات, 21::بیشتر اوقات, 22::بیشتر اوقات, 23::همیشه, 24::همیشه, 25::همیشه",103
77000505,"1::بیشتر اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::به ندرت, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::به ندرت, 9::گاهی اوقات, 10::گاهی اوقات, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::بیشتر اوقات, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",50
140119,"1::گاهی اوقات, 2::گاهی اوقات, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::بیشتر اوقات, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::گاهی اوقات, 9::گاهی اوقات, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::گاهی اوقات, 25::گاهی اوقات",54
77001177,"1::بیشتر اوقات, 2::گاهی اوقات, 3::به ندرت, 4::به ندرت, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::گاهی اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::بیشتر اوقات, 19::بیشتر اوقات, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::گاهی اوقات, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",52
77000283,"1::گاهی اوقات, 2::گاهی اوقات, 3::به ندرت, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::بیشتر اوقات, 12::بیشتر اوقات, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::به ندرت, 19::گاهی اوقات, 20::گاهی اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::به ندرت, 24::گاهی اوقات, 25::گاهی اوقات",61
76236892,"1::بیشتر اوقات, 2::گاهی اوقات, 3::به ندرت, 4::بیشتر اوقات, 5::به ندرت, 6::گاهی اوقات, 7::گاهی اوقات, 8::بیشتر اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::بیشتر اوقات, 12::گاهی اوقات, 13::گاهی اوقات, 14::بیشتر اوقات, 15::به ندرت, 16::گاهی اوقات, 17::بیشتر اوقات, 18::بیشتر اوقات, 19::گاهی اوقات, 20::به ندرت, 21::گاهی اوقات, 22::به ندرت, 23::گاهی اوقات, 24::گاهی اوقات, 25::گاهی اوقات",77
76236444,"1::بیشتر اوقات, 2::همیشه, 3::بیشتر اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::گاهی اوقات, 7::همیشه, 8::گاهی اوقات, 9::بیشتر اوقات, 10::همیشه, 11::بیشتر اوقات, 12::گاهی اوقات, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::به ندرت, 18::همیشه, 19::بیشتر اوقات, 20::گاهی اوقات, 21::گاهی اوقات, 22::بیشتر اوقات, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",90
1134,"1::همیشه, 2::بیشتر اوقات, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::به ندرت, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::همیشه, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",40
76236618,"1::به ندرت, 2::گاهی اوقات, 3::به ندرت, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::گاهی اوقات, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",37
139121,"1::گاهی اوقات, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::گاهی اوقات, 7::گاهی اوقات, 8::به ندرت, 9::گاهی اوقات, 10::بیشتر اوقات, 11::گاهی اوقات, 12::به ندرت, 13::اصلا  درباره من صدق نمی‌کند, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::گاهی اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::گاهی اوقات, 22::گاهی اوقات, 23::گاهی اوقات, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",56
77001383,"1::بیشتر اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::به ندرت, 16::گاهی اوقات, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::بیشتر اوقات, 24::همیشه, 25::بیشتر اوقات",54
138972,"1::گاهی اوقات, 2::به ندرت, 3::به ندرت, 4::به ندرت, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::به ندرت, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",45
86326947,"1::گاهی اوقات, 2::به ندرت, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::بیشتر اوقات, 7::گاهی اوقات, 8::بیشتر اوقات, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::بیشتر اوقات, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::به ندرت, 22::به ندرت, 23::به ندرت, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",51
50000472,"1::به ندرت, 2::اصلا  درباره من صدق نمی‌کند, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",27
77000573,"1::گاهی اوقات, 2::اصلا  درباره من صدق نمی‌کند, 3::گاهی اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::گاهی اوقات, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",44
140295,"1::به ندرت, 2::اصلا  درباره من صدق نمی‌کند, 3::گاهی اوقات, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::گاهی اوقات, 7::گاهی اوقات, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::گاهی اوقات, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::گاهی اوقات, 21::به ندرت, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",49
77000310,"1::بیشتر اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::به ندرت, 7::بیشتر اوقات, 8::بیشتر اوقات, 9::گاهی اوقات, 10::بیشتر اوقات, 11::گاهی اوقات, 12::به ندرت, 13::بیشتر اوقات, 14::گاهی اوقات, 15::گاهی اوقات, 16::بیشتر اوقات, 17::بیشتر اوقات, 18::بیشتر اوقات, 19::بیشتر اوقات, 20::گاهی اوقات, 21::گاهی اوقات, 22::گاهی اوقات, 23::بیشتر اوقات, 24::به ندرت, 25::گاهی اوقات",84
1218,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::بیشتر اوقات, 5::به ندرت, 6::به ندرت, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::گاهی اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::بیشتر اوقات, 14::به ندرت, 15::به ندرت, 16::گاهی اوقات, 17::به ندرت, 18::گاهی اوقات, 19::گاهی اوقات, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::به ندرت, 24::به ندرت, 25::گاهی اوقات",64
77000501,"1::به ندرت, 2::بیشتر اوقات, 3::بیشتر اوقات, 4::به ندرت, 5::به ندرت, 6::به ندرت, 7::گاهی اوقات, 8::گاهی اوقات, 9::گاهی اوقات, 10::بیشتر اوقات, 11::به ندرت, 12::گاهی اوقات, 13::گاهی اوقات, 14::گاهی اوقات, 15::گاهی اوقات, 16::بیشتر اوقات, 17::بیشتر اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::گاهی اوقات, 22::گاهی اوقات, 23::بیشتر اوقات, 24::گاهی اوقات, 25::به ندرت",75
